"baseMean"	"baseMeanA"	"baseMeanB"	"foldChange"	"log2FoldChange"	"pval"	"padj"
t3691	114.7444834	92.69344609	136.7955206	1.475784172	0.561481748	0.000852737	0.002685718
relA	2613.957373	3029.408718	2198.506027	0.725721166	-0.462512747	0.000852199	0.002685718
stgA	84.53939088	64.5577872	104.5209946	1.619030006	0.695129723	0.000855168	0.00269141
ccmC	13.12869936	3.900663714	22.356735	5.731520746	2.51891798	0.000863804	0.00271661
t2893	141.071198	115.5748962	166.5674998	1.441208301	0.527278866	0.000870406	0.00273538
t2263	191.8088498	223.4401832	160.1775163	0.716869786	-0.480217006	0.00087366	0.002741617
csgF	86.10739802	62.90541744	109.3093786	1.737678296	0.797161015	0.000873101	0.002741617
sfcA	1291.84975	1500.1052	1083.594301	0.72234554	-0.469238967	0.000876153	0.002747443
pncA	127.5893959	153.1195098	102.0592819	0.666533494	-0.585250721	0.00088151	0.002762236
t1300	370.4003077	435.1276276	305.6729878	0.702490415	-0.509449553	0.000883209	0.002765551
t2512	72.27876041	55.74893867	88.80858214	1.593009379	0.67175476	0.000886445	0.002773674
ahpF	315.3480195	365.144928	265.5511109	0.727248527	-0.459479626	0.000890384	0.002783982
phnT	204.588632	240.9988161	168.1784479	0.697839311	-0.519033224	0.000892077	0.002787257
t1788	44.17706981	32.6062546	55.74788502	1.709729796	0.773768341	0.000900119	0.00280832
rbsB	2430.664189	2833.450415	2027.877962	0.715692059	-0.482589122	0.000900048	0.00280832
rffM	234.2328194	271.8852896	196.5803492	0.723026794	-0.467878984	0.00091091	0.002839936
t4300	38.08312454	26.71286403	49.45338505	1.851294755	0.888534613	0.00092055	0.002867919
t3739	50.48153106	38.41505571	62.5480064	1.628215949	0.703292056	0.000922645	0.002872374
t3912	84.33262596	65.02134401	103.6439079	1.59399824	0.672650036	0.000931973	0.002899324
pdxY	675.1127765	803.5091431	546.71641	0.680410938	-0.555521761	0.00093703	0.002912956
yrdB	310.8132361	359.7309866	261.8954856	0.728031488	-0.457927245	0.000944918	0.002935365
sseG	2133.010907	2887.509424	1378.51239	0.47740533	-1.06671342	0.000961029	0.002983266
znuC	753.4906219	886.1023809	620.8788629	0.700685244	-0.513161581	0.000965184	0.002994012
hyi	147.4921214	119.1225848	175.8616581	1.476308278	0.561994012	0.000969596	0.003005538
tinR	133.9415804	109.3811961	158.5019646	1.449078729	0.535135979	0.000980906	0.003038417
t3193	910.5158361	1075.227051	745.8046214	0.69362524	-0.527771698	0.000993074	0.003073901
t0420	196.0617865	162.3610108	229.7625622	1.415133849	0.500938516	0.000994228	0.003075269
t3442	82.31345518	65.56083698	99.06607339	1.511055654	0.595556798	0.000995973	0.003078461
yjaD	239.202571	191.8692558	286.5358861	1.493391346	0.578592276	0.000996957	0.0030793
t0328	27.38878525	17.17537181	37.60219868	2.18930915	1.130475691	0.001000406	0.003087743
t3242	812.8372015	954.9742044	670.7001986	0.702322843	-0.509793735	0.001005732	0.003101966
t0993	527.8274786	453.6439739	602.0109832	1.327056057	0.408229313	0.001007521	0.003105265
cyoA	11150.4924	13155.68809	9145.296718	0.695159133	-0.524584824	0.001008658	0.003106552
t1525	76.9987489	95.03923686	58.95826093	0.620357053	-0.688829281	0.001012707	0.003116798
ygcX	189.6406665	157.7099422	221.5713909	1.404929758	0.490498002	0.00101457	0.003119985
hisP	277.7032174	327.0684783	228.3379565	0.698135014	-0.518422026	0.001015187	0.003119985
yfiC	439.8590192	509.7563397	369.9616986	0.725761839	-0.462431894	0.001021888	0.003138345
hrpB	821.6371168	713.8398507	929.4343829	1.302020869	0.380752573	0.001029174	0.003158475
t1893	123.6971204	97.57832059	149.8159202	1.53534022	0.618558381	0.001037784	0.003182637
t3143	1442.058594	1664.242855	1219.874333	0.732990578	-0.448133441	0.001040914	0.003189968
csgE	99.53530268	77.23254213	121.8380632	1.57754827	0.65768415	0.001046166	0.003203792
dnaX	922.0055692	1072.931014	771.0801244	0.718667011	-0.476604632	0.001052704	0.003221529
t0805	583.579314	484.7141151	682.4445129	1.407931999	0.493577655	0.001071163	0.003275695
pgm	1032.956086	1202.532653	863.3795189	0.71796763	-0.478009294	0.001082852	0.003309097
ssaH	44511.11247	54219.46943	34802.75551	0.641886685	-0.639609459	0.00108502	0.003310469
phnU	16.51500428	10.41220506	22.6178035	2.172239537	1.1191832	0.001085601	0.003310469
fabZ	1444.759096	1659.940478	1229.577713	0.740736026	-0.43296859	0.001085314	0.003310469
atpG	1062.540326	1239.248019	885.8326328	0.714814645	-0.484358903	0.001087552	0.003314079
t2520	240.0378444	277.7962119	202.279477	0.728157795	-0.457676973	0.001099762	0.003346777
sppA	848.4482773	727.9337403	968.9628142	1.331114029	0.412634164	0.001099832	0.003346777
t0577	2725.566243	3156.785034	2294.347452	0.726798761	-0.460372134	0.001107976	0.003369183
t2499	498.7661797	599.2738164	398.2585431	0.66456857	-0.589510031	0.00111672	0.003393382
yheO	921.6796974	1050.368818	792.9905769	0.754963936	-0.405520366	0.001125175	0.00341667
t4572	131.414278	104.1371255	158.6914306	1.523869896	0.607739735	0.001127798	0.003422229
t4322	231.6377095	193.8648161	269.4106029	1.389682813	0.474755634	0.001131403	0.003430758
t3277	160.2615335	130.8918985	189.6311685	1.448761693	0.534820306	0.001141599	0.003456821
t1500	387.4624557	457.6945675	317.2303439	0.693104892	-0.528854393	0.00114092	0.003456821
tdcA	81.88048687	99.43932296	64.32165077	0.646843209	-0.628512041	0.00114413	0.003462056
wcaC	81.6799859	60.0140245	103.3459473	1.722029945	0.78411023	0.001153005	0.003484027
t1145	401.6554401	479.2680094	324.0428708	0.676120384	-0.564647951	0.001152891	0.003484027
yscR	27104.5563	32809.38025	21399.73235	0.652244333	-0.61651559	0.001160851	0.003505283
dxs	976.7388028	1138.290468	815.1871378	0.716150368	-0.481665557	0.001161871	0.003505912
fdrA	68.07475955	48.77282101	87.37669809	1.79150388	0.841171168	0.001164448	0.003511233
rffH	187.6091971	223.1015757	152.1168185	0.68182763	-0.552521032	0.001172515	0.00353309
t3764	1054.260364	1236.567321	871.953408	0.705140265	-0.504017832	0.001184068	0.003565416
pipA	183.8730913	229.1867024	138.5594801	0.604570329	-0.726017918	0.001191686	0.003585853
t3281	61.29021173	81.08802104	41.49240243	0.511695832	-0.966641612	0.001194336	0.003591324
yecH	139.7910567	168.2992326	111.2828808	0.66122037	-0.596796925	0.001195983	0.003591923
t0532	480.120175	575.2204821	385.0198679	0.669343113	-0.579182153	0.001196199	0.003591923
ybjC	73.87607602	91.55311675	56.19903529	0.613840766	-0.704063635	0.001200346	0.003601871
manB	21.14322982	13.13722799	29.14923165	2.218826656	1.149796963	0.00121061	0.00363015
t2777	1082.594429	914.3639074	1250.824951	1.367972796	0.45203954	0.001231321	0.00368969
t1122	397.1665369	343.674737	450.6583367	1.311293174	0.390990274	0.001236446	0.003702479
t2389	7014.19936	8177.82702	5850.5717	0.715418862	-0.483139939	0.001240358	0.003711618
yabB	934.8951101	806.0153567	1063.774864	1.319794784	0.400313621	0.001246012	0.003725957
t0282	121.9189152	97.97627997	145.8615503	1.488743504	0.574095213	0.001280774	0.003827255
t3391	3900.79587	3309.752569	4491.839171	1.35715256	0.440582906	0.001284623	0.003835283
nrfD	26.09675377	16.52631666	35.66719089	2.158205705	1.109832379	0.001285237	0.003835283
t3822	176.4394402	141.4715574	211.407323	1.494345061	0.579513321	0.001305562	0.003893245
yibK	80.77773435	62.85529596	98.70017273	1.570276159	0.651018303	0.001310875	0.003906391
t3352	190.450948	222.5683037	158.3335922	0.711393265	-0.491280779	0.001313605	0.003911825
yeiP	254.2531931	302.1489634	206.3574228	0.682965847	-0.550114659	0.001324387	0.003941216
t2565	441.0453546	374.6884637	507.4022454	1.354197672	0.437438345	0.001328963	0.003952108
mtlR	351.6863222	409.8680052	293.5046392	0.716095513	-0.481776069	0.001382897	0.004109294
yacF	521.4903639	603.9273005	439.0534272	0.726997151	-0.459978384	0.001383722	0.004109294
proA	213.1485053	181.3534202	244.9435903	1.350642243	0.433645586	0.001386672	0.004112398
t0519	583.377241	672.9939493	493.7605326	0.733677521	-0.446782011	0.001386516	0.004112398
xapB	154.506281	126.3046532	182.7079087	1.446565143	0.532631294	0.001389453	0.004117815
t0349	1370.863387	1165.190155	1576.536619	1.353029472	0.436193264	0.001397904	0.00414002
yaaU	230.3796739	190.0875526	270.6717952	1.423932243	0.509880498	0.001408125	0.004167433
ybdA	39.91421143	28.88121587	50.94720699	1.764025698	0.818871578	0.001423937	0.004211341
yehY	111.187223	84.07558672	138.2988593	1.64493481	0.71803041	0.001439811	0.004255376
t0773	157.6765224	120.3956581	194.9573867	1.619305793	0.695375453	0.00145744	0.004304533
galF	2226.686914	2556.499262	1896.874566	0.741981269	-0.430545328	0.001474206	0.004351075
t2513	44.13430627	30.48071949	57.78789305	1.895883497	0.922870312	0.001481198	0.004368724
potA	364.0674084	415.5288742	312.6059426	0.752308593	-0.410603526	0.00149597	0.004409282
t4514	767.6754961	643.675873	891.6751192	1.385285913	0.470183768	0.001511915	0.004453239
pgtB	626.5787493	724.4027722	528.7547264	0.729918143	-0.454193413	0.001550306	0.00456221
cspB	4974.770625	6879.962501	3069.578749	0.446162134	-1.164360019	0.001551025	0.00456221
t0524	508.5625007	443.932807	573.1921944	1.291168811	0.368677635	0.001564284	0.004598079
nagD	659.1445899	770.4671636	547.8220162	0.71102578	-0.492026225	0.001569684	0.004610812
yffB	589.7301848	674.8825328	504.5778368	0.747652832	-0.419559576	0.001574496	0.004621805
pgpB	207.6946846	243.3483725	172.0409967	0.7069741	-0.500270731	0.001580386	0.004635943
t2626	571.8434357	473.2066522	670.4802193	1.416886716	0.502724415	0.001592224	0.004667496
yfeH	428.5067598	370.1244414	486.8890781	1.315473997	0.39558273	0.001598528	0.004682797
yadG	153.3570106	128.3780768	178.3359444	1.389146408	0.474198659	0.001605637	0.004700433
fepC	127.9190855	103.5268811	152.31129	1.471224559	0.557017468	0.001622335	0.0047461
ccmE	9.024968696	4.651622732	13.39831466	2.880352821	1.526245542	0.001632656	0.004773061
hyaD	100.9546632	121.1345042	80.77482211	0.666819273	-0.584632291	0.001633895	0.004773449
t3014	154.264552	181.3772847	127.1518193	0.70103497	-0.512441683	0.001636395	0.004776084
xylR	915.6539726	789.2930347	1042.01491	1.320187642	0.400742999	0.001637009	0.004776084
t0728	42.24163609	22.60602453	61.87724765	2.737201651	1.452701722	0.001651583	0.004812102
t1575	33.56504833	22.91857549	44.21152117	1.929069334	0.947904997	0.00165047	0.004812102
pabC	572.9985345	679.2226318	466.7744372	0.687218616	-0.541158976	0.001656855	0.004824207
relE	682.0595157	777.993482	586.1255494	0.753381054	-0.408548342	0.001674768	0.004872052
yaeL	3275.051235	2786.663345	3763.439125	1.350518042	0.433512914	0.001675544	0.004872052
t3075	203.3920712	167.2915109	239.4926314	1.431588668	0.517617029	0.001681432	0.004885882
t3174	30.0995231	20.52713456	39.67191164	1.932657065	0.950585665	0.001685045	0.004893089
t1171	2694.208522	3129.180989	2259.236055	0.721989576	-0.469950087	0.001686765	0.004894792
aroL	457.3159612	521.7352581	392.8966644	0.753057529	-0.409168012	0.001715964	0.004972841
t2151	133.0041746	106.7586067	159.2497426	1.491680602	0.576938659	0.001715727	0.004972841
barA	794.0608297	920.6844826	667.4371768	0.724935838	-0.464074783	0.00172306	0.004986711
ccmB	12.19862717	4.749673671	19.64758067	4.136616963	2.048451375	0.001722168	0.004986711
rffG	202.2979035	237.0575277	167.5382793	0.706741022	-0.500746445	0.0017301	0.005003733
t0362	643.1559687	737.7268471	548.5850902	0.743615462	-0.427371327	0.001733241	0.005009461
t1721	546.3915817	626.7197801	466.0633833	0.743655136	-0.427294357	0.001759635	0.005082343
manC	42.51440103	26.83194599	58.19685606	2.168939073	1.116989527	0.001788177	0.005161329
t1010	59.8175083	74.0182595	45.61675711	0.616290594	-0.698317323	0.001805018	0.005206457
xthA	773.7137625	889.7565257	657.6709994	0.739158388	-0.436044554	0.001833794	0.005285931
feoA	177.2323085	209.4889428	144.9756742	0.692044517	-0.531063251	0.001837877	0.00529082
t0373	759.2151821	863.6627922	654.767572	0.758128726	-0.399485265	0.001837941	0.00529082
t1234	96.69525803	120.6501812	72.74033485	0.602902823	-0.73000261	0.001855476	0.005337739
t1531	513.6184357	595.0425481	432.1943234	0.726325075	-0.461312708	0.00187512	0.005390658
t3977	231.1408094	199.7316206	262.5499982	1.314513933	0.394529434	0.001885462	0.005416784
t1759	1424.141205	1693.8981	1154.384309	0.681495722	-0.553223494	0.001890446	0.005427492
wzb	33.72556214	21.95121374	45.49991053	2.072774247	1.051562996	0.001926939	0.005528587
t3840	288.9392452	246.9810272	330.8974633	1.339768755	0.421984012	0.001928447	0.00552924
glnE	695.2101748	606.536525	783.8838245	1.292393437	0.37004533	0.00193822	0.005553573
fliQ	169.2095726	196.4302196	141.9889256	0.722846647	-0.468238485	0.001966181	0.005629954
wcaI	84.59943183	66.43481966	102.764044	1.546840114	0.629324083	0.001969498	0.005635713
phnW	78.08939067	61.92479477	94.25398657	1.522071844	0.606036458	0.002003421	0.005728988
alkB	54.899877	41.57381482	68.22593919	1.641079595	0.714645214	0.002017729	0.005766086
rnt	517.7779224	595.7119684	439.8438765	0.738349907	-0.437623417	0.002026919	0.00578469
t0518	735.1420092	840.3477574	629.9362611	0.749613783	-0.415780616	0.002026414	0.00578469
yaaA	1090.35924	1258.494992	922.2234876	0.732798695	-0.44851116	0.002033354	0.005799222
ybiW	513.1018881	431.5145269	594.6892494	1.378144216	0.462726867	0.002051792	0.005847946
t2694	299.907961	356.4862251	243.3296969	0.682578119	-0.550933928	0.002074033	0.005903543
t1994	1071.78009	1242.102408	901.4577718	0.72575157	-0.462452308	0.00207355	0.005903543
gloA	1154.976855	1350.593741	959.359969	0.710324607	-0.49344963	0.002079604	0.0059155
t1233	977.0842655	1138.58393	815.5846008	0.716314871	-0.481334202	0.00208313	0.005921628
asnS	5607.592996	6536.840786	4678.345206	0.715689025	-0.482595239	0.002104326	0.005977946
serS	2404.436598	2761.764587	2047.108609	0.741232116	-0.432002703	0.002107706	0.005983613
t1355	64.79234808	80.28109765	49.30359852	0.614137075	-0.703367394	0.002112596	0.005993555
ycbL	1008.891663	1148.000557	869.7827686	0.757650127	-0.40039631	0.002139882	0.00606698
t3552	56.16814516	33.22265571	79.11363461	2.38131579	1.251758951	0.002150297	0.006092508
t0479	454.723535	388.0140877	521.4329824	1.343850646	0.426372807	0.002158282	0.006111123
yehT	136.5376567	157.6982304	115.3770829	0.731632071	-0.450809778	0.002179879	0.006167185
oxyR	4054.304238	3477.127855	4631.480622	1.331984562	0.413577361	0.002180938	0.006167185
pcgL	276.1075628	329.8609768	222.3541487	0.674084431	-0.568998791	0.002206101	0.006234257
t4599	134.5769806	107.8994901	161.254471	1.494487794	0.579651114	0.002213456	0.006250951
rluC	261.030977	297.3819524	224.6800016	0.755526688	-0.404445377	0.002227212	0.006277481
hycB	10.07404884	4.360568154	15.78752952	3.620521218	1.856197406	0.002227127	0.006277481
ftsJ	5502.240644	6288.96315	4715.518138	0.749808518	-0.41540588	0.00222667	0.006277481
eutN	23.91278206	12.870592	34.95497212	2.715879124	1.441419271	0.002234197	0.006293061
hcaT	280.8524674	232.2075238	329.497411	1.418978187	0.504852412	0.002243104	0.006309916
pmrA	498.1188926	567.8730707	428.3647145	0.754331798	-0.406728852	0.002242607	0.006309916
fucU	93.97758282	75.31344761	112.641718	1.495638848	0.58076185	0.002253316	0.006334518
argE	880.4263213	757.6740171	1003.178625	1.324024056	0.404929335	0.002256687	0.006339867
uhpC	73.04078959	57.34972659	88.73185259	1.547206201	0.629665482	0.002278352	0.00639657
gltD	117.5624286	96.7453162	138.379541	1.430348739	0.516366939	0.002288125	0.006415665
yhjW	350.3038171	297.4080564	403.1995779	1.355711687	0.4390504	0.002287944	0.006415665
stcB	51.18889555	36.91313768	65.46465342	1.773478429	0.826581783	0.002299163	0.006442431
prlA	11353.16344	9507.723947	13198.60294	1.388197955	0.473213309	0.002301488	0.006444762
sseA	1042.79938	911.6876239	1173.911136	1.287624297	0.364711705	0.002306224	0.00645384
fbp	2379.201395	2759.618695	1998.784096	0.724297201	-0.465346295	0.002350655	0.006573918
t0727	30.38020055	16.57670295	44.18369815	2.665409296	1.414357088	0.002359906	0.00659125
yfcA	87.56317534	66.41378863	108.712562	1.636897462	0.710963952	0.002359434	0.00659125
t4274	119.6225429	143.2183502	96.02673562	0.670491843	-0.576708313	0.002373121	0.006622122
dut	320.142998	366.7983325	273.4876635	0.745607707	-0.423511323	0.002374026	0.006622122
cysW	88.11105349	65.86988861	110.3522184	1.675305981	0.744424616	0.002380583	0.006636124
bax	4450.920439	3795.072879	5106.767999	1.345631075	0.428282928	0.002398383	0.006681431
yjfY	303.0366284	343.6788793	262.3943776	0.763487061	-0.389324387	0.002408803	0.006702694
ybhA	399.5894518	455.8849632	343.2939404	0.753027558	-0.409225432	0.00240912	0.006702694
t1678	420.8185578	497.9695586	343.6675571	0.690137682	-0.535043887	0.002414935	0.006714545
t1630	725.4214381	834.6430277	616.1998486	0.738279514	-0.437760969	0.00241831	0.006719602
lnt	1390.887177	1595.547005	1186.227349	0.743461236	-0.427670573	0.002431627	0.00675226
rho	2343.549398	2847.719535	1839.379261	0.645913068	-0.630588087	0.002444652	0.006784067
proC	1102.159141	974.1103072	1230.207974	1.262904175	0.336745177	0.002463619	0.006832311
t2165	542.5193972	475.2364324	609.802362	1.283155752	0.359696299	0.002472449	0.006848001
yfeD	137.3408778	158.8743365	115.8074191	0.728924643	-0.456158419	0.002470917	0.006848001
ssaU	2800.822051	3411.556198	2190.087904	0.64196155	-0.639441205	0.002480329	0.006865423
gdhA	583.5705817	675.2286853	491.9124781	0.728512412	-0.456974543	0.002489883	0.006887454
flhE	37.38139272	27.02623394	47.7365515	1.766304237	0.820733861	0.002494135	0.006894797
yrfF	1264.612453	1437.745121	1091.479785	0.759160834	-0.397522531	0.00249905	0.006903836
t3175	105.6876425	83.48854089	127.8867442	1.531787989	0.615216631	0.002500602	0.006903836
trpD	95.54882378	114.5770479	76.52059963	0.667852777	-0.582397988	0.002517759	0.006946762
t2027	205.0991212	238.3890467	171.8091956	0.720709269	-0.472510695	0.002522889	0.006956471
t1677	741.8575646	846.1371179	637.5780113	0.753516183	-0.408289599	0.002550416	0.007025648
avtA	212.9242572	178.7633088	247.0852056	1.382191945	0.466957977	0.002551231	0.007025648
hyaE	96.30736035	116.9735373	75.64118339	0.646652099	-0.628938349	0.002559733	0.007042871
